qgis_prospect_layer,qgis_prospect_feature_id,qgis_layer,#_of_intersections,qgis_feature_id,ACTION_DTT,CIRCUIT1,CIRCUIT2,GDO_GID,OBJECTID_12,OPERATING_,ROUTE_ASSE,STATUS,Towers_In,class,endNode,fictitious,fid,formOfWay,function,identifier,length,loop,name1,name1_lang,name2,name2_lang,nameTOID,numberTOID,primary_,roadNumber,startNode,trunkRoad,bua22cd,bua22nm,bua22nmw
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,19767,,,,,19767,,,,,Classified Unnumbered,0EBEF75E-98CF-401A-9DA7-6792F413D18F,false,19767,Single Carriageway,Minor Road,87351743-6694-434E-B554-C59DAF1BBA54,1594.0,false,,,,,,,false,,BD70CDE7-CB0C-4A19-8B4B-0BD9CE6483D1,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,19675,,,,,19675,,,,,Classified Unnumbered,9CE15030-5166-44E1-AA85-F053E86BF2DD,false,19675,Single Carriageway,Minor Road,7FBA6001-01BB-4BD5-89B1-0FD60496DAF7,450.0,false,,,,,,,false,,9AA703BF-4924-48C2-A6A4-40997979EA37,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,19674,,,,,19674,,,,,Unknown,06523C64-2A59-43B3-BD7A-18F4B6C39144,false,19674,Single Carriageway,Restricted Local Access Road,33DF0C52-E264-4813-B0BD-A63D8AD4E4A0,385.0,false,,,,,,,false,,9AA703BF-4924-48C2-A6A4-40997979EA37,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,19739,,,,,19739,,,,,B Road,6085B310-9C04-42A0-A322-5456F190EF5B,false,19739,Single Carriageway,B Road,AA4E0567-5901-4631-B3F7-78CD2547FE7B,893.0,false,,,,,,osgb4000000012511571,false,B5110,810611BD-5532-4607-93FA-3A7D26950F6F,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,22326,,,,,22326,,,,,Unclassified,EC67D4AB-FEA3-4348-8F43-E786FCFAA671,false,22326,Single Carriageway,Minor Road,9415BFF8-557F-43BE-98D6-A3E4E3A01068,1384.0,false,Lon Coedanna,,,,osgb4000000012570464,,false,,A3C71B57-0A18-46ED-A977-84A0C27B6498,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,22349,,,,,22349,,,,,B Road,B85C56BC-1DC2-467C-8381-91B96EFC8888,false,22349,Single Carriageway,B Road,CD2B944D-810B-462B-B5AF-3005552660DE,427.0,false,,,,,,osgb4000000012519444,false,B5111,80CD4193-87C3-4982-A97C-B41D955B8CF3,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,19778,,,,,19778,,,,,Unknown,2D829CC3-A450-48C6-9CF2-4CDD5D573538,false,19778,Single Carriageway,Restricted Local Access Road,AB0B2A9A-8728-43C7-B457-12D601225277,1295.0,false,,,,,,,false,,37B999B4-7993-4B0D-B339-132FF153C863,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,19745,,,,,19745,,,,,Unclassified,56A366D8-9E86-4B27-8334-C2FC8C2BC725,false,19745,Single Carriageway,Minor Road,F1163224-9832-41F8-95C4-3B9EA898BF92,808.0,false,,,,,,,false,,D40C8E14-D91F-4BCE-B7E8-567B55394CE7,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,2,31900,,,,,31900,,,,,Classified Unnumbered,41E05B42-409B-4805-9D96-923191054660,false,31900,Single Carriageway,Minor Road,7F07A513-FF12-4369-8668-FC5FBAE57743,306.0,false,,,,,,,false,,D218AEF6-13C4-47FF-B68C-B25C3B1062E0,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23511,,,,,23511,,,,,Unclassified,C007D3E7-9B75-4ADB-8CBA-62A57B04964B,false,23511,Single Carriageway,Local Road,64A8C2EB-48EB-4268-816D-C866E0E5CF03,81.0,false,Lon Ednyfed,,,,osgb4000000012565034,,false,,06619C3B-42EB-4CE3-83D3-2B2AB9007EC6,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23507,,,,,23507,,,,,Unknown,5485318C-FBBB-4884-BC71-A192CA083F36,false,23507,Single Carriageway,Restricted Local Access Road,D29291A5-BAE6-4E54-8E12-D7FD17E89C63,55.0,false,,,,,,,false,,3025D29C-31A8-403A-BD70-92BF31D883F9,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23630,,,,,23630,,,,,Unclassified,A1E13236-E126-4BED-99AF-B0993DAE5A9A,false,23630,Single Carriageway,Minor Road,DB22884A-7A14-4770-8D90-BAEDECBCCF2B,120.0,false,Lon Felin,,,,osgb4000000012570333,,false,,9467FBB9-77CE-4ADD-B0C3-6776C8B2383D,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23589,,,,,23589,,,,,A Road,8A83402A-17EB-4996-A11A-7272459BE404,false,23589,Single Carriageway,A Road,385144F8-C5BF-4D64-9CA0-32B5E91E0C74,131.0,false,Stryd Fawr,cym,High Street,eng,osgb4000000012535095,osgb4000000012519439,false,A497,9CF01B40-4853-49E7-B456-695024864CB5,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23512,,,,,23512,,,,,Unclassified,B155A1BF-DC1A-4BB6-B1EF-BBF558EEA362,false,23512,Single Carriageway,Local Road,54BF9A25-E703-40E1-B0E1-E4F84B388562,50.0,false,Lon Tynllan,cym,Radcliffe Road,eng,osgb4000000012508133,,false,,F8061658-BD8A-40E5-A4B2-DFD6CF093440,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23642,,,,,23642,,,,,Unclassified,917C594A-8D40-4A1E-B4B4-3AB6C0614648,false,23642,Single Carriageway,Secondary Access Road,3133F1E4-54D8-4CD3-8E4F-82C671FAE3BA,81.0,false,,,,,,,false,,F9545756-87FD-4EFE-90B0-9206C718736E,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23645,,,,,23645,,,,,Unclassified,37C9259B-94D2-42FF-9CF3-89BBBBD63AA4,false,23645,Single Carriageway,Local Road,8F2F5D43-3E94-43AE-814B-48F74C020AA4,26.0,false,Penpaled Road,,,,osgb4000000012509986,,false,,7D2463DE-EE5D-454A-8757-000810FDBD0C,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23650,,,,,23650,,,,,Unclassified,96AC570D-42F2-498B-BD8F-2715304F7EE1,false,23650,Single Carriageway,Restricted Local Access Road,06840AC4-629B-4146-B206-AA5641D859F3,36.0,false,,,,,,,false,,37C9259B-94D2-42FF-9CF3-89BBBBD63AA4,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,24201,,,,,24201,,,,,Unknown,7A12465B-CAA3-4954-8091-F860072BA22C,false,24201,Single Carriageway,Restricted Local Access Road,7FDD87FD-DE38-4EAB-9377-66FFD9993F68,72.0,false,,,,,,,false,,A2002E7A-D5C9-4FD3-8A7A-DC57929DE1A2,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,24140,,,,,24140,,,,,Unknown,B7BF96F8-CEEA-41DB-8D1F-94345EFC30B6,false,24140,Single Carriageway,Restricted Local Access Road,9F582B11-ECD0-4EC4-9707-F57CBF2183A8,42.0,false,,,,,,,false,,0D583312-2595-4C25-8E64-DA608CAEC2BE,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,24144,,,,,24144,,,,,Unknown,C855F987-B627-4ECA-9DA0-D4D20C4BC80D,false,24144,Single Carriageway,Restricted Local Access Road,B1BE22FE-53C0-4F99-A5E1-362637B229DC,192.0,false,,,,,,,false,,858DB3E2-E734-40D8-8017-DF6F72F0A506,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,24093,,,,,24093,,,,,Unknown,06E5D59D-4ED0-4DD2-AB78-2DB19610600B,false,24093,Single Carriageway,Restricted Local Access Road,D2AAEBF6-3A12-4806-8178-82E3D287CD05,238.0,false,,,,,,,false,,0FD03E25-1C5E-4671-B3CD-EA0AD96E387D,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,24095,,,,,24095,,,,,Unknown,57D17B0F-5EEF-454D-9D41-FFD4E618A673,false,24095,Single Carriageway,Restricted Local Access Road,139E22B9-92D7-4285-B40E-FF2EC6577C53,217.0,false,,,,,,,false,,5A972F00-0569-4AFA-9E95-B857B9D1679F,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23706,,,,,23706,,,,,A Road,E02BF9BD-0F47-4BEC-8381-50DC0AEF0767,false,23706,Single Carriageway,A Road,111969DA-CE14-4F2D-8297-CADB1CD06EC4,117.0,false,Stryd Fawr,cym,High Street,eng,osgb4000000012535095,osgb4000000012519439,false,A497,8C78C12F-7215-4B43-804C-84F0BC47CF21,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23700,,,,,23700,,,,,Unclassified,88C8A47F-5A18-458A-9397-1F3A9497CBBD,false,23700,Single Carriageway,Restricted Local Access Road,188FD749-9515-4E62-8241-747587C90805,172.0,false,,,,,,,false,,6F51073C-0610-4A30-A72D-C1B2BA4D0A9C,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23705,,,,,23705,,,,,Unclassified,6F51073C-0610-4A30-A72D-C1B2BA4D0A9C,false,23705,Single Carriageway,Minor Road,38284971-F8F5-45BB-BB1E-65A272C72637,118.0,false,Lon Fel,,,,osgb4000000012570483,,false,,8C78C12F-7215-4B43-804C-84F0BC47CF21,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,23624,,,,,23624,,,,,B Road,18DB7C77-8F9A-4DA6-88E2-FDE4CC960846,false,23624,Single Carriageway,B Road,0A3B8E98-CFA5-4A54-90D6-32F30632842C,280.0,false,,,,,,osgb4000000012511567,false,B4411,EA4D263A-95F9-458C-85B1-A4DBF3A580E8,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32538,,,,,32538,,,,,Classified Unnumbered,095C45F7-110B-46D3-99D4-B410F6A25BA2,false,32538,Single Carriageway,Minor Road,39683CBA-7807-4F0C-A175-3832FD46F704,664.0,false,,,,,,,false,,258224B2-345E-4CDD-A4CE-03477BCED016,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32524,,,,,32524,,,,,B Road,A6A67A14-A1E9-431E-A2B1-D3680F9E7857,false,32524,Single Carriageway,B Road,7FBF06A8-FBAF-4721-8DB0-3B1FC7BE603D,813.0,false,,,,,,osgb4000000012519438,false,B4417,C1AC17A9-3512-4A8F-B969-C5FB8CC00310,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,3,32527,,,,,32527,,,,,Unknown,79FA14F7-FC65-4F61-98C2-7C7F963275E0,false,32527,Single Carriageway,Restricted Local Access Road,51C68F19-77A5-4A77-9B69-A3D7530B98CC,663.0,false,,,,,,,false,,33405069-B9D8-4493-8BFA-908F502A449A,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32528,,,,,32528,,,,,Unclassified,B2592C16-9B48-440E-9B66-5A911FDABCA2,false,32528,Single Carriageway,Restricted Local Access Road,4CCD2EE1-39CC-4AB8-AA34-D97E51705C8B,33.0,false,,,,,,,false,,8B58A487-85DE-46EC-8F11-3056ADF218A3,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32529,,,,,32529,,,,,Unknown,59D7FCA0-C76C-420F-9A81-A79393C49D56,false,32529,Single Carriageway,Restricted Local Access Road,97E16422-78A5-44C1-9A90-14495D59B988,175.0,false,,,,,,,false,,B2592C16-9B48-440E-9B66-5A911FDABCA2,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,2,32535,,,,,32535,,,,,Unclassified,095C45F7-110B-46D3-99D4-B410F6A25BA2,false,32535,Single Carriageway,Minor Road,E220CF15-45EC-4AC2-9871-C50DEC2D0138,1246.0,false,,,,,,,false,,C1AC17A9-3512-4A8F-B969-C5FB8CC00310,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32587,,,,,32587,,,,,Unknown,4C220906-733C-40D7-B05F-D0A9A361208E,false,32587,Single Carriageway,Restricted Local Access Road,D8CECFD5-5070-4C21-A9DF-92E534CD7696,1099.0,false,,,,,,,false,,93476A31-49F3-4717-9AC3-12F21EEC5DF3,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32921,,,,,32921,,,,,Classified Unnumbered,8B58A487-85DE-46EC-8F11-3056ADF218A3,false,32921,Single Carriageway,Minor Road,9A0096BD-ED9F-469C-BC40-A915697D29B2,1348.0,false,,,,,,,false,,38A5DBD0-BE92-49BB-A7DC-5A808077B2FA,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32610,,,,,32610,,,,,Unclassified,7BAFFB1A-8492-4F7C-A8E1-0A79F59D4842,false,32610,Single Carriageway,Restricted Local Access Road,0533A879-8B24-43F9-A359-574DAB15BF95,233.0,false,,,,,,,false,,7AFEB336-8C09-4124-B1B3-E00AA60DBB53,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32593,,,,,32593,,,,,Classified Unnumbered,7C8615F1-7BD9-44C9-A178-07E6371688C1,false,32593,Single Carriageway,Minor Road,027BCD1C-C361-4990-9159-5D9AEF1C42BE,835.0,false,,,,,,,false,,45A0E62B-4C30-4085-8043-60345719035B,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32860,,,,,32860,,,,,Classified Unnumbered,787A3223-7F5C-4F0B-A536-E263B6009B1C,false,32860,Single Carriageway,Minor Road,B5A7426B-DF39-4535-B832-B97C34FB6AB2,292.0,false,,,,,,,false,,188233EF-831D-4B15-82F8-D88DE6447518,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32786,,,,,32786,,,,,Unclassified,75A2FF43-EEE8-45FA-A145-8CF37B79C46C,false,32786,Single Carriageway,Restricted Local Access Road,8683AB51-6283-4A81-983C-C4653CF90289,117.0,false,,,,,,,false,,0820BA50-0B8C-47F3-8010-649DC9389CA9,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32787,,,,,32787,,,,,Unknown,0820BA50-0B8C-47F3-8010-649DC9389CA9,false,32787,Single Carriageway,Restricted Local Access Road,0056A8DB-D20C-4770-8EF5-8D6989A1A21E,130.0,false,,,,,,,false,,0B7D5EDB-9B83-4B8D-9D82-159AE752414C,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32792,,,,,32792,,,,,Unknown,C1B52BB5-4BC4-44C0-9D61-E4633A8C7E88,false,32792,Single Carriageway,Restricted Local Access Road,914A8621-134E-49A0-A606-013F95B998E2,594.0,false,,,,,,,false,,AC3D1874-BD0A-4F3C-BB12-95B269E97CE5,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,28998,,,,,28998,,,,,Unclassified,D2FC4099-1617-4C1F-886A-AA9BE8223D83,false,28998,Single Carriageway,Minor Road,4BE01D22-F158-4836-9224-5422A472B672,769.0,false,,,,,,,false,,EC3B3A28-E203-41B0-B3DD-9B9A7209D82C,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,28999,,,,,28999,,,,,Classified Unnumbered,17FA3195-094F-4CBA-9CBE-279705862724,false,28999,Single Carriageway,Minor Road,8DC07B9E-D5CC-4C96-A6A6-267609FD3CE7,1291.0,false,,,,,,,false,,D2FC4099-1617-4C1F-886A-AA9BE8223D83,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29226,,,,,29226,,,,,Unclassified,1B0AE11E-C25F-48D2-A1AB-5E1B34AA3236,false,29226,Single Carriageway,Minor Road,C2483B6D-9E91-4E09-BC57-AE9F73E0E678,672.0,false,,,,,,,false,,591285C9-875B-4FB6-81C8-FD227979248F,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29159,,,,,29159,,,,,Classified Unnumbered,70A75F96-EB1A-4C29-B25A-AE60749F0CCB,false,29159,Single Carriageway,Minor Road,B2EB8505-BD32-4C07-8024-87289D3C2515,949.0,false,,,,,,,false,,BD2FFA36-FBD1-4A3D-BFAB-32CE19F497CB,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29162,,,,,29162,,,,,Unknown,1145E504-4C38-4103-82A1-106B9C19FD21,false,29162,Single Carriageway,Restricted Local Access Road,3E62AA6E-D88C-43B6-B921-34E64C9E10E3,160.0,false,,,,,,,false,,406ACD15-8F1A-4C63-BE7D-38C75952EEC2,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,28960,,,,,28960,,,,,Classified Unnumbered,C9730088-BC4D-42D9-84CE-A81A59613BA8,false,28960,Single Carriageway,Minor Road,3C1D1D45-8C2E-4164-A4D3-7F40213AC80A,648.0,false,,,,,,,false,,1D0F8C3F-2A24-4223-ADC6-B8EE9DDD9E8D,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29221,,,,,29221,,,,,Unknown,FF4C3BFA-56B3-49D3-AE91-3199752173FD,false,29221,Single Carriageway,Restricted Local Access Road,096E6D3C-0ECD-47D1-B3AE-E8443BBBC27C,488.0,false,,,,,,,false,,1B0AE11E-C25F-48D2-A1AB-5E1B34AA3236,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29245,,,,,29245,,,,,B Road,27A068C8-DEB4-462C-BC84-5B94248BDCCE,false,29245,Single Carriageway,B Road,8D00898D-4B20-423E-8708-E5E7EC54AAF2,812.0,false,,,,,,osgb4000000012511565,false,B5112,8AC1631F-E7B8-456C-93E8-E2E88C09E136,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29240,,,,,29240,,,,,Classified Unnumbered,497E4785-E04A-4156-8A56-A23DB3CACC20,false,29240,Single Carriageway,Minor Road,5F970077-5B20-4A31-AF11-C33D30C5E814,807.0,false,,,,,,,false,,F504EBA8-9C3A-49A3-B80A-3DD5F50DAC71,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29144,,,,,29144,,,,,Classified Unnumbered,7C16F4F7-C657-47E8-8487-8547FDB8A52D,false,29144,Single Carriageway,Minor Road,C7B87C07-83E5-48D7-8473-856A3C7DDD78,586.0,false,,,,,,,false,,497E4785-E04A-4156-8A56-A23DB3CACC20,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29146,,,,,29146,,,,,Classified Unnumbered,7C16F4F7-C657-47E8-8487-8547FDB8A52D,false,29146,Single Carriageway,Minor Road,C49E43EC-C98F-4384-98EA-868FB835B24A,1320.0,false,,,,,,,false,,EBE0A851-9709-403A-B250-98619C47E02E,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29156,,,,,29156,,,,,Classified Unnumbered,51FFD8CF-3FA2-4AC0-9493-B7A040333707,false,29156,Single Carriageway,Minor Road,F03A8D5B-72FD-4A22-911D-BED0A8EAA3F3,949.0,false,,,,,,,false,,464521E2-5642-49F4-96F2-200607D30CA5,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29258,,,,,29258,,,,,Classified Unnumbered,42955903-164C-466C-B513-5CD531870DF1,false,29258,Single Carriageway,Minor Road,348462A4-2ADB-4A3E-AEF8-E6AD9F92A0FD,905.0,false,,,,,,,false,,A8B64E65-617E-455A-A14E-ADABE0A952E9,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29259,,,,,29259,,,,,Unknown,72A8A0B2-52BF-4A37-BF3E-C83C70405B9E,false,29259,Single Carriageway,Restricted Local Access Road,72A8D020-EB6D-46F8-BAE2-85757B38B1AB,228.0,false,,,,,,,false,,A8B64E65-617E-455A-A14E-ADABE0A952E9,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,31934,,,,,31934,,,,,Classified Unnumbered,DCCC5A1D-9D39-40CA-A94A-D54ACA405B2E,false,31934,Single Carriageway,Minor Road,D39728A3-83C2-4099-B531-7956C0F96385,710.0,false,,,,,,,false,,41E05B42-409B-4805-9D96-923191054660,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,31947,,,,,31947,,,,,Classified Unnumbered,940FA938-C5F5-4BD8-BCDC-3EA9C5F4CA1D,false,31947,Single Carriageway,Minor Road,0DBA4E66-1ABD-4D7F-B806-F8DCDCB016AA,426.0,false,South Stack Road,,,,osgb4000000012507800,,false,,640BE3D6-1799-4FB8-900F-C619A8332BC3,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,31950,,,,,31950,,,,,Unknown,640BE3D6-1799-4FB8-900F-C619A8332BC3,false,31950,Single Carriageway,Restricted Local Access Road,14D6C1DD-F16C-4EC7-9A2A-AE934B8B38EF,417.0,false,,,,,,,false,,F76969D3-5734-4329-8F35-F39448569E22,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29010,,,,,29010,,,,,A Road,19F136ED-A8F9-4ED0-80C1-94A3594568B5,false,29010,Single Carriageway,A Road,319A661C-B5F4-4FEE-922E-73A9260A201B,184.0,false,,,,,,osgb4000000012519445,false,A5025,F600CD3E-D324-4FAF-B55F-21E3ADE94A30,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,29011,,,,,29011,,,,,Classified Unnumbered,19F136ED-A8F9-4ED0-80C1-94A3594568B5,false,29011,Single Carriageway,Minor Road,E2F87113-24D9-4D1B-8484-12DDDB850E3B,604.0,false,,,,,,,false,,9D1243D7-29C3-4BCD-A950-46AFEC05C71D,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,28909,,,,,28909,,,,,Unclassified,BC8CCE80-CD4B-4B36-A850-BEC210C673B7,false,28909,Single Carriageway,Local Road,35A5664F-EED4-4202-B01F-B6477D7B5AE1,188.0,false,Y Bryn,,,,osgb4000000012564407,,false,,457F33AE-6423-4962-955C-6024FF5070CA,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,28905,,,,,28905,,,,,Classified Unnumbered,1DCBE087-BFB9-4663-B8CA-11AD6408F339,false,28905,Single Carriageway,Minor Road,6E49A025-D4CA-4506-81F7-797678F6650F,118.0,false,,,,,,,false,,EB5CD1F2-3B5F-4A00-9221-4DCE1D314642,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,30074,,,,,30074,,,,,Classified Unnumbered,0FDD3B35-60F7-47EC-884B-044E6DF6D9F8,false,30074,Single Carriageway,Minor Road,A74A8313-9227-473B-A5B0-FA934775C4AE,130.0,false,,,,,,,false,,EBAC475D-40CF-4543-A3B2-925A85811E78,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,30337,,,,,30337,,,,,Classified Unnumbered,B182B3AA-6F75-47A6-9573-AD1DD9CC4778,false,30337,Single Carriageway,Minor Road,C832FC69-1787-4BA7-B6D5-45E97C69E43C,552.0,false,,,,,,,false,,0FDD3B35-60F7-47EC-884B-044E6DF6D9F8,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,30341,,,,,30341,,,,,Unknown,D644F68E-C228-4703-99F2-B688BE5D6D40,false,30341,Single Carriageway,Restricted Local Access Road,86D11DA2-DBA7-4E6A-9CF6-E4A33BC64A27,122.0,false,,,,,,,false,,B182B3AA-6F75-47A6-9573-AD1DD9CC4778,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,30350,,,,,30350,,,,,Unknown,04C36629-44D9-4A00-95F3-40034F70E727,false,30350,Single Carriageway,Restricted Local Access Road,89A0351D-5322-44A3-A80B-80D90E2F3C32,65.0,false,,,,,,,false,,B030692B-4ADB-40A6-B27E-B33BACB605A8,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,31903,,,,,31903,,,,,Unknown,A4022EFF-2838-47A4-9472-852F60E94509,false,31903,Single Carriageway,Restricted Local Access Road,7357C743-85FE-49BC-84B5-3CD6E67AB00E,1614.0,false,,,,,,,false,,F376F720-9713-4ED2-99A7-1DECE394941F,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,31904,,,,,31904,,,,,Unknown,17F5E39E-A679-4908-95C5-574B0B541865,false,31904,Single Carriageway,Local Road,45A5AB64-2FF8-47D0-8C1D-B683E3D0E6FA,157.0,false,,,,,,,false,,70F7B508-5A43-4712-803E-255C8376D33E,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32783,,,,,32783,,,,,Classified Unnumbered,C4D8F358-DF7E-40C7-AFD1-EA657067E2D4,false,32783,Single Carriageway,Minor Road,ADD2323B-D018-4DCA-943F-83BB13CFDE8B,481.0,false,,,,,,,false,,75A2FF43-EEE8-45FA-A145-8CF37B79C46C,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32784,,,,,32784,,,,,B Road,C4D8F358-DF7E-40C7-AFD1-EA657067E2D4,false,32784,Single Carriageway,B Road,02663B63-C68D-4A72-A712-4EDE90EA7600,1154.0,false,,,,,,osgb4000000012519450,false,B4415,B0223317-CF6E-4D7A-9512-F54AF78E227A,false,,,
prospect_layer,1,AC6 Roads — ac6_test__featureclasstofeatureclass_infrastructure_roadlink,1,32778,,,,,32778,,,,,Classified Unnumbered,E24B60CB-0EC9-43BA-A4BA-110F5D0B0D42,false,32778,Single Carriageway,Minor Road,80284D3D-A585-4DDD-9320-61DA3569C0CD,1013.0,false,,,,,,,false,,7EEF7ECD-582D-4FA1-996D-D0FE3A25514F,false,,,
